0	3
1	6
2	3
3	10
4	1
5	7
6	8
7	5
8	2
9	7
10	4
11	9
12	6
13	4
14	9
15	7
16	6
17	6
18	6
19	6
20	7
21	10
22	5
23	10
24	8
25	8
26	5
27	5
28	12
29	4
30	13
31	9
32	3
33	5
34	9
35	4
36	12
37	10
38	11
39	7
40	7
41	9
42	4
43	7
44	7
45	6
46	7
47	13
48	7
49	5
50	5
51	10
52	3
53	1
54	8
55	4
56	6
57	7
58	2
59	4
60	4
61	8
62	9
63	5
64	4
65	5
66	7
67	7
68	3
69	6
70	9
71	7
72	5
73	9
74	7
75	6
76	7
77	5
78	10
79	4
80	2
81	7
82	7
83	6
84	4
85	10
86	8
87	3
88	5
89	4
90	6
91	8
92	4
93	8
94	6
95	11
96	9
97	5
98	9
99	6
100	6
101	3
102	10
103	8
104	5
105	8
106	9
107	3
108	7
109	8
110	5
111	5
112	4
113	1
114	9
115	9
116	4
117	7
118	8
119	6
120	4
121	5
122	6
123	6
124	6
125	12
126	6
127	5
128	5
129	2
130	8
131	3
132	10
133	11
134	3
135	8
136	4
137	10
138	8
139	4
140	6
141	7
142	2
143	9
144	5
145	7
146	4
147	5
148	2
149	8
150	6
151	5
152	6
153	4
154	6
155	6
156	5
157	10
158	4
159	8
160	5
161	9
162	9
163	7
164	5
165	6
166	3
167	3
168	7
169	6
170	10
171	3
172	4
173	5
174	4
175	4
176	7
177	5
178	17
179	8
180	6
181	6
182	10
183	5
184	9
185	11
186	6
187	14
188	7
189	8
190	11
191	6
192	5
193	8
194	6
195	9
196	4
197	8
198	8
199	7
200	11
201	6
202	7
203	3
204	4
205	6
206	7
207	8
208	2
209	7
210	7
211	6
212	13
213	10
214	7
215	9
216	8
217	8
218	10
219	2
220	6
221	8
222	6
223	6
224	4
225	3
226	8
227	8
228	8
229	9
230	13
231	10
232	5
233	8
234	4
235	2
236	6
237	4
238	6
239	2
240	9
241	9
242	5
243	2
244	3
245	8
246	2
247	11
248	8
249	3
250	4
251	6
252	10
253	5
254	4
255	4
256	3
257	3
258	5
259	4
260	11
261	3
262	6
263	12
264	7
265	5
266	4
267	15
268	3
269	12
270	6
271	6
272	5
273	8
274	4
275	11
276	4
277	5
278	7
279	5
280	6
281	5
282	6
283	3
284	6
285	4
286	3
287	4
288	9
289	6
290	8
291	2
292	4
293	7
294	7
295	6
296	6
297	2
298	6
299	7
300	4
301	5
302	10
303	4
304	6
305	4
306	10
307	8
308	12
309	7
310	5
311	10
312	7
313	4
314	3
315	8
316	10
317	9
318	4
319	7
320	12
321	2
322	9
323	6
324	9
325	6
326	4
327	3
328	4
329	8
330	12
331	4
332	10
333	7
334	6
335	6
336	7
337	2
338	7
339	9
340	2
341	5
342	9
343	10
344	8
345	5
346	6
347	4
348	6
349	6
350	8
351	4
352	5
353	7
354	6
355	8
356	2
357	5
358	9
359	5
360	5
361	10
362	10
363	3
364	8
365	8
366	4
367	4
368	9
369	4
370	5
371	10
372	6
373	7
374	8
375	5
376	5
377	10
378	5
379	4
380	10
381	7
382	6
383	10
384	2
385	3
386	2
387	5
388	2
389	4
390	5
391	11
392	5
393	8
394	8
395	6
396	3
397	8
398	2
399	6
400	8
401	7
402	4
403	5
404	13
405	11
406	2
407	2
408	6
409	1
410	4
411	7
412	12
413	5
414	8
415	8
416	2
417	5
418	7
419	7
420	6
421	4
422	8
423	4
424	8
425	8
426	7
427	8
428	4
429	4
430	5
431	8
432	8
433	9
434	6
435	5
436	9
437	3
438	8
439	6
440	6
441	7
442	4
443	9
444	4
445	6
446	2
447	5
448	8
449	14
450	10
451	5
452	8
453	5
454	5
455	13
456	3
457	7
458	4
459	5
460	3
461	11
462	4
463	5
464	9
465	4
466	3
467	4
468	4
469	5
470	6
471	11
472	2
473	8
474	9
475	9
476	8
477	7
478	11
479	8
480	5
481	5
482	4
483	14
484	3
485	9
486	3
487	6
488	6
489	6
490	6
491	9
492	5
493	5
494	4
495	5
496	6
497	8
498	6
499	7
500	7
501	11
502	5
503	8
504	6
505	7
506	9
507	4
508	8
509	6
510	7
511	6
512	2
513	12
514	7
515	6
516	5
517	10
518	8
519	9
520	6
521	7
522	6
523	2
524	4
525	12
526	5
527	14
528	5
529	7
530	5
531	5
532	4
533	5
534	7
535	9
536	7
537	9
538	3
539	6
540	7
541	3
542	8
543	3
544	5
545	7
546	8
547	6
548	4
549	2
550	5
551	5
552	3
553	5
554	5
555	6
556	8
557	7
558	1
559	6
560	4
561	11
562	4
563	7
564	4
565	7
566	33
567	10
568	6
569	8
570	6
571	3
572	3
573	5
574	6
575	6
576	6
577	8
578	3
579	4
580	8
581	5
582	8
583	8
584	5
585	8
586	11
587	8
588	8
589	7
590	8
591	5
592	11
593	5
594	10
595	3
596	10
597	8
598	8
599	4
600	3
601	5
602	6
603	3
604	4
605	6
606	9
607	4
608	10
609	4
610	2
611	9
612	4
613	85
614	7
615	5
616	7
617	5
618	6
619	7
620	5
621	8
622	3
623	8
624	6
625	4
626	5
627	3
628	6
629	2
630	8
631	6
632	8
633	5
634	6
635	7
636	8
637	9
638	3
639	3
640	4
641	4
642	6
643	6
644	8
645	4
646	6
647	7
648	12
649	3
650	6
651	11
652	5
653	10
654	7
655	11
656	5
657	5
658	8
659	7
660	7
661	4
662	9
663	5
664	10
665	6
666	5
667	5
668	4
669	9
670	12
671	8
672	9
673	8
674	7
675	3
676	8
677	6
678	6
679	5
680	8
681	9
682	6
683	7
684	3
685	3
686	4
687	4
688	3
689	5
690	7
691	12
692	4
693	11
694	8
695	5
696	2
697	8
698	8
699	7
700	9
701	10
702	5
703	10
704	9
705	5
706	9
707	5
708	5
709	5
710	8
711	10
712	6
713	7
714	9
715	9
716	7
717	11
718	8
719	9
720	5
721	8
722	1
723	9
724	7
725	4
726	7
727	10
728	3
729	5
730	2
731	10
732	6
733	10
734	5
735	3
736	21
737	7
738	3
739	8
740	9
741	3
742	8
743	10
744	6
745	3
746	10
747	5
748	7
749	5
750	10
751	2
752	3
753	3
754	5
755	3
756	6
757	6
758	10
759	9
760	9
761	5
762	7
763	5
764	6
765	11
766	5
767	4
768	4
769	11
770	4
771	9
772	4
773	8
774	5
775	8
776	3
777	7
778	8
779	7
780	2
781	9
782	1
783	7
784	9
785	7
786	7
787	3
788	5
789	5
790	10
791	5
792	3
793	0
794	9
795	3
796	6
797	4
798	15
799	2
800	4
801	1
802	7
803	12
804	7
805	6
806	7
807	8
808	8
809	7
810	9
811	7
812	7
813	8
814	2
815	6
816	3
817	13
818	5
819	6
820	11
821	6
822	7
823	10
824	8
825	7
826	8
827	5
828	10
829	6
830	8
831	3
832	3
833	4
834	12
835	4
836	4
837	7
838	8
839	8
840	8
841	11
842	5
843	5
844	6
845	8
846	6
847	6
848	1
849	7
850	6
851	6
852	12
853	8
854	4
855	7
856	11
857	3
858	2
859	6
860	7
861	9
862	6
863	7
864	6
865	7
866	8
867	2
868	7
869	10
870	5
871	3
872	5
873	6
874	8
875	7
876	3
877	6
878	8
879	6
880	3
881	8
882	4
883	8
884	9
885	4
886	7
887	5
888	5
889	3
890	7
891	3
892	3
893	3
894	6
895	8
896	7
897	6
898	6
899	8
900	9
901	6
902	7
903	5
904	7
905	7
906	10
907	6
908	4
909	11
910	6
911	11
912	7
913	0
914	5
915	8
916	9
917	11
918	12
919	8
920	2
921	6
922	8
923	5
924	8
925	13
926	6
927	7
928	2
929	6
930	10
931	9
932	4
933	4
934	0
935	6
936	4
937	7
938	11
939	7
940	8
941	6
942	2
943	3
944	5
945	2
946	4
947	9
948	45
949	6
950	5
951	4
952	4
953	4
954	6
955	6
956	7
957	8
958	6
959	5
960	7
961	12
962	6
963	4
964	7
965	3
966	6
967	12
968	4
969	10
970	6
971	7
972	8
973	3
974	8
975	7
976	8
977	7
978	8
979	2
980	1
981	4
982	4
983	12
984	6
985	6
986	7
987	9
988	6
989	5
990	8
991	7
992	8
993	11
994	8
995	6
996	8
997	6
998	7
999	5
1000	4
1001	6
1002	11
1003	5
1004	9
1005	4
1006	6
1007	5
1008	3
1009	5
1010	5
1011	10
1012	2
1013	15
1014	12
1015	7
1016	8
1017	7
1018	5
1019	4
1020	4
1021	6
1022	6
1023	7
1024	10
1025	4
1026	8
1027	4
1028	7
1029	3
1030	2
1031	9
1032	7
1033	5
1034	7
1035	5
1036	9
1037	7
1038	3
1039	7
1040	10
1041	6
1042	5
1043	8
1044	5
1045	7
1046	6
1047	8
1048	2
1049	4
1050	10
1051	6
1052	4
1053	11
1054	3
1055	4
1056	10
1057	7
1058	11
1059	2
1060	4
1061	10
1062	4
1063	9
1064	6
1065	8
1066	7
1067	6
1068	5
1069	7
1070	5
1071	6
1072	6
1073	3
1074	4
1075	14
1076	6
1077	11
1078	6
1079	7
1080	6
1081	6
1082	8
1083	6
1084	6
1085	8
1086	7
1087	5
1088	5
1089	7
1090	0
1091	7
1092	3
1093	5
1094	4
1095	9
1096	2
1097	5
1098	5
1099	8
1100	7
1101	8
1102	3
1103	8
1104	2
1105	5
1106	7
1107	6
1108	3
1109	6
1110	6
1111	2
1112	4
1113	6
1114	9
1115	5
1116	8
1117	5
1118	8
1119	10
1120	2
1121	7
1122	9
1123	8
1124	7
1125	11
1126	4
1127	9
1128	10
1129	5
1130	7
1131	11
1132	8
1133	5
1134	9
1135	7
1136	6
1137	9
1138	3
1139	10
1140	10
1141	6
1142	8
1143	6
